accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF696UCL	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	20.4	54.51	25.09	79.6	20.4	54.51	25.09	79.6									17.4933601617988	2.11584680449377	35.74665316963	3.9856625037003	24.4782836406393	2.76916962173106	6.7950955246559	0.625790518538759	5.99013805481205	1.9433	2.1818	2.5683	3.0037	6.8557	21.5781	6.8114	3.5278	2.6811	2.4728	0
ENCFF001RGG	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	30.82	33.9	35.27	69.18	30.82	33.9	35.27	69.18									12.9376690809343	2.0610821599545	39.9262917311159	2.08322402318704	13.5245858632074	5.67828607287296	9.52414932220714	0.489009870443866	13.7757018760769	2.0357	2.2374	2.8802	3.1946	10.8283	33.3756	7.6614	3.5352	2.4292	2.2839	1
ENCFF961GKK	RNA-seq	human	y2015	single-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	31.37	43.32	25.32	68.63	31.37	43.32	25.32	68.63									14.9294257618503	2.73204773450386	34.1147124302595	3.37830225242683	21.2307453108241	3.84575518040145	11.2017449773315	3.12153550794523	5.44573084445726	1.242	2.0844	5.9576	2.5492	10.7094	18.0671	7.0465	4.0775	4.0407	2.9859	0
ENCFF000MOR	RNA-seq	human	y2012	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	30.52	44.35	25.13	69.48	30.52	44.35	25.13	69.48									16.7563120175811	2.26956579875302	32.1489651245797	2.2537143152914	19.1942054740456	4.8431134470183	11.0441706439153	1.69503039818495	9.79492278063057	1.7165	2.1263	2.8649	3.5084	9.3061	22.0329	6.057	3.301	2.5301	2.1919	0
ENCFF000CXH	RNA-seq	human	y2012	single-ended	2.0	0.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	43.55	31.99	24.46	56.45	43.55	31.99	24.46	56.45									21.1027066108277	2.68399055445038	20.8951074674384	3.35329695767895	25.3700105913616	4.83259940764481	9.72523767142256	0.777862574440782	11.2591881647348	1.9847	2.2385	2.4524	3.3555	9.4165	29.8001	7.065	3.4248	2.5719	2.4068	0
ENCFF001RGK	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	32.32	32.99	34.69	67.68	32.32	32.99	34.69	67.68									11.7507045151969	1.91143057532958	39.1571856350296	3.50619679387838	13.9478259773967	5.68746403927646	10.3916516524084	0.436568433519384	13.2109723779645	1.8093	2.2098	2.806	3.1503	10.0663	35.9225	6.2648	3.3392	2.3608	2.5668	1
ENCFF001RGD	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	28.96	36.21	34.83	71.04	28.96	36.21	34.83	71.04									12.5906056008736	1.99476285754072	40.4294414936221	2.39534876416211	13.9330814228024	5.51386711981246	9.54056167881721	0.46623341405778	13.1360976483115	2.1069	2.2774	2.859	3.3131	10.2875	31.4088	7.4546	3.4368	2.4308	2.2879	1
ENCFF836QCP	RNA-seq	human	y2016	single-ended	2.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	19.09	60.38	20.53	80.91	19.09	60.38	20.53	80.91									13.6392004550089	1.65617105876686	32.0321170725709	2.56588150296422	21.0131122509108	5.41655351222837	14.9344387454461	0.636192681939527	8.10633272016438	2.1626	2.2703	2.5707	2.8571	4.8144	12.8351	4.7748	3.159	2.6229	2.3393	0
ENCFF001RGH	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	31.61	33.67	34.72	68.39	31.61	33.67	34.72	68.39									11.478843649332	1.89028507401221	38.3258042465304	4.10417106531178	13.8999972824212	5.89704139290545	10.7764540614215	0.476830550602362	13.1505726774631	1.8622	2.2349	2.8321	3.2075	9.6819	36.0952	6.1934	3.3707	2.381	2.4919	1
ENCFF000MQG	RNA-seq	human	y2012	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	22.24	48.33	29.42	77.76	22.24	48.33	29.42	77.76									16.598068111482	2.23811593715888	32.3247159672938	2.50922205227654	18.924529304067	5.02798322415739	11.3738825409179	1.99400119455793	9.0094816680885	1.7918	2.1362	2.8216	3.5357	9.2496	22.0796	5.9956	3.2546	2.4911	2.2159	0
ENCFF319ZJP	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0	21.15	59.42	19.43	78.85	21.15	59.42	19.43	78.85									14.0892214802242	1.81424718859828	33.2853237190209	2.6017081098047	28.4043462639228	3.44533511743255	8.82592230082721	0.722002651369668	6.81189316879974	1.9761	2.1703	2.3666	2.8036	5.0185	14.2422	5.1966	3.5913	2.3954	2.2646	0
ENCFF651BYL	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	4.27	9.55	86.19	95.73	4.27	9.55	86.19	95.73									30.6719996183176	0.173506468721921	3.0413727844528	1.24094498206888	1.47886035989472	0.367051264720616	30.3265770243084	4.81540088582129	27.8842866116938	0.1152	0.1299	0.9052	1.124	25.0884	28.5509	16.0219	0.2383	0.1824	0.1873	1
ENCFF000DVU	RNA-seq	human	y2012	single-ended	2.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	37.32	38.07	24.6	62.68	37.32	38.07	24.6	62.68									21.5432001903774	3.07814930702412	21.0012688364012	3.29939031423705	26.6315355206646	4.18445826089396	8.00811390222789	0.668814994092273	11.5850686740815	2.0109	2.4364	2.5574	3.1176	7.8374	27.6873	7.0364	3.8159	2.6959	2.7282	0
ENCFF000DMU	RNA-seq	human	y2012	single-ended	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	35.46	39.4	25.13	64.54	35.46	39.4	25.13	64.54									19.023006804285	2.7142881847136	21.7303777909114	4.64581402706049	24.6953126827844	5.01415482520342	9.43770300196225	1.30490907444838	11.434433608631	1.923	2.1405	2.6402	4.121	6.8017	24.5769	7.2677	3.7572	2.7083	2.6678	0
ENCFF058JPN	RNA-seq	human	y2016	single-ended	2.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	18.15	56.44	25.41	81.85	18.15	56.44	25.41	81.85									17.3540787829754	2.33942066500723	37.903552469436	2.89368242062546	22.1713252370789	2.3802475046999	5.80831264381575	1.6405549457655	7.50882533059587	1.8794	2.281	2.9357	3.5460000000000003	8.3244	22.0892	6.2492	3.6603	2.8599	2.2867	1
ENCFF002BHN	RNA-seq	human	y2014	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	2.0	2.0	0.0	10.92	63.58	25.5	89.08	10.92	63.58	25.5	89.08									7.29548386565791	0.932999734575001	37.5115480450111	2.19952964221122	8.06387894974003	11.8646003296208	24.3503774590392	0.70666834014728	7.07491363399744	2.3417	2.5485	3.0209	3.5089	5.1779	13.5352	3.9891	2.8947	2.5367	2.4394	1
ENCFF001RRR	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	33.13	32.52	34.35	66.87	33.13	32.52	34.35	66.87									11.6105469110044	1.93884433942502	38.773639844817	3.90638747140595	14.0925735066154	5.68623631046647	10.1676470341788	0.445878685804781	13.3782458962821	1.7949	2.2193	2.8128	3.1334	9.8605	36.6388	6.3166	3.3429	2.3439	2.5081	1
ENCFF632WEO	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	6.35	25.92	67.72	93.65	6.35	25.92	67.72	93.65									17.2100646216285	0.488602557282739	11.5699558681561	5.63161238843903	6.92773903106961	3.24684280000788	22.1772366373111	15.5013101641153	17.2466359319897	0.6584	1.0901	3.1517	5.1275	13.4991	21.6107	12.5676	2.4352	1.43	1.2201	1
ENCFF000MUZ	RNA-seq	human	y2012	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	20.76	54.08	25.16	79.24	20.76	54.08	25.16	79.24									19.1897088842165	2.35543842846738	25.5091804169428	4.03010208450275	18.5232050115171	5.9593163076214	13.7629614125442	2.04369855208508	8.62638890210268	1.8929	2.282	3.0342	4.237	8.6964	18.2949	5.8672	3.303	2.5555	2.3459	0
ENCFF800RTW	RNA-seq	human	y2016	single-ended	2.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	8.0	66.95	25.05	92.0	8.0	66.95	25.05	92.0									14.7731583079139	1.91599582863597	33.4298692063948	2.13840518229643	23.778359834033	4.43233842567988	11.5026314037781	0.59802230010365	7.43121951116431	2.1519999999999997	2.2425	2.5041	2.9442	5.9315	16.4186	5.0809	3.2786	2.6119	2.3748	0
ENCFF000MTO	RNA-seq	human	y2012	single-ended	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	53.48	32.77	13.75	46.52	53.48	32.77	13.75	46.52									25.2321489036415	2.63669850911665	26.9192173118953	3.27655732154034	23.772150340143	2.84181040232303	5.91807837141772	1.31583537692773	8.08750346299469	1.7451	2.2063	2.9709	4.1558	8.7432	25.6284	6.7918	4.3882	2.6482	2.4457	0
ENCFF001RGJ	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	28.64	35.67	35.7	71.36	28.64	35.67	35.7	71.36									13.1965181828466	2.00206620831563	42.7373204607986	1.73023601307176	15.4766046733022	4.45867690094367	7.55628176421746	0.381330697921625	12.4609650985825	2.1387	2.2785	2.8374	3.1119	9.947000000000001	32.2281	7.7121	3.5108	2.5025	2.4051	1
ENCFF617CUF	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	13.49	64.78	21.73	86.51	13.49	64.78	21.73	86.51									13.7984515271178	1.70675756200427	31.7394745319127	2.23348122350558	25.5724440574806	4.59694524976149	11.9722085858633	0.714751041251787	7.6654862211025	2.0866	2.2308	2.419	2.8787	4.8648	13.4183	4.8857	3.3017	2.4517	2.3012	0
ENCFF001RGP	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	28.9	34.71	36.39	71.1	28.9	34.71	36.39	71.1									11.8241874808381	1.85319043708082	42.384821786233	2.90991851870086	15.7941909047982	4.396879496745	8.66329044804644	0.351459435024203	11.8220614925333	1.8915	2.2056	2.5939	2.8184	9.6071	35.9515	6.1621	3.1155	2.2887	2.3681	1
ENCFF592GJW	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	14.77	64.11	21.12	85.23	14.77	64.11	21.12	85.23									14.2077657831958	1.97284089713966	39.3026018882876	2.35697528273811	24.6408307049267	3.15429623435842	7.67154583632272	0.627173056237316	6.06597031679372	2.2669	2.3791	2.5155	2.8586	5.4501	14.9371	5.4915	3.6628	2.7129	2.2606	0
ENCFF277ETM	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	23.78	54.05	22.17	76.22	23.78	54.05	22.17	76.22									14.6558830141415	2.28180231873508	40.0817873315277	2.87732970785651	16.7741106698211	4.88026291843748	10.7316968730262	1.08132701015919	6.63580015629516	2.1067	3.0404	3.1074	3.6582	9.2825	17.8405	5.3738	3.7562	2.615	2.3856	0
ENCFF000MSU	RNA-seq	human	y2012	single-ended	2.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	49.46	34.09	16.45	50.54	49.46	34.09	16.45	50.54									20.5289312197294	2.4835225447533	30.8790764981547	1.92306699127503	23.618047371199	3.6626896288867	7.66706502461935	0.393847590381979	8.84375313100055	2.164	2.6910000000000003	2.9811	3.5249	7.6466	22.9354	6.2837	3.8019	2.7694	2.5673	0
ENCFF742GFX	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	11.27	47.26	41.47	88.73	11.27	47.26	41.47	88.73									12.9129283970988	1.36855041077997	26.254039049878	6.19113299645939	13.6075160702623	4.79100065312296	14.9377169915094	10.6005723419614	9.33654308892785	1.6308	1.8295	3.0131	6.0565	7.6717	19.0562	8.7832	2.7599	2.2363	1.9819	1
ENCFF855YTN	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	12.44	51.56	36.0	87.56	12.44	51.56	36.0	87.56									14.2183004067972	1.72850128807082	32.9342738262152	3.37683989852251	15.4448822268924	4.57690716501647	11.6495869610298	4.53656790253374	11.5341403249219	1.9672	2.2119	3.0301	4.1704	7.9833	23.4948	7.6278	3.2721	2.5302	2.27	1
ENCFF575IES	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	9.07	34.99	55.94	90.93	9.07	34.99	55.94	90.93									16.7339010216309	1.07871561774525	31.6167098653657	1.75645178250967	9.35795909547355	3.23071571943456	14.0401742122834	4.0768170320356	18.1085556535214	1.3959	1.6868	3.1592	3.3174	13.734000000000002	28.6128	8.9683	2.6154	2.1246	1.7459	1
ENCFF447GUA	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	16.66	62.08	21.26	83.34	16.66	62.08	21.26	83.34									14.480527152543	1.85307633472279	35.2874237471525	2.60871277524091	28.9674799612802	3.02565495055354	6.60412361304284	0.621112218903451	6.55188924656072	2.0712	2.206	2.3965	2.9669	5.3204	15.0636	5.2913	3.5085	2.4608	2.3261	0
