accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF595HTZ	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					4.51	82.39	13.09	97.26	4.51	82.39	13.09	9.62	67.29	22.26	10.45	97.26	4.69998220987267	0.28739527121472697	1.85282058233017	0.73405453944749	1.91169743229162	17.7803851138992	32.271290970239704	0.924239472056793	39.53813440864771	1.6373	1.7576	1.964	2.2021	5.4658	6.5604	2.5498	2.0692	1.8905	1.7566	0
ENCFF436WRK	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					4.89	84.01	11.09	97.09	4.89	84.01	11.09	10.35	66.39	23.56	10.05	97.09	9.30914062114628	0.525289498136118	1.7291869891690501	1.03789473472276	1.8999211763746597	17.3650560674561	28.9476995682318	0.924441061974698	38.261370282788604	1.6471	1.7884	1.9875	2.4661	5.6785	6.8174	3.0356	2.2033	1.9287	1.7714	0
ENCFF243MZN	ChIP-seq	human	y2015	paired-end	2.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0					4.94	80.65	14.41	96.21	4.94	80.65	14.41	6.29	81.91	8.57	9.52	96.21	2.78180392950161	0.17538624927301702	1.4900751005133102	0.575618883859711	1.59213088224138	15.5331124990518	30.5584747262751	0.7479707689584542	46.5454269603257	1.4478	1.5477	1.6562	1.7927	2.2483	2.3885	1.8374	1.6788	1.5947	1.5303	0
ENCFF196VCR	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					5.47	81.89	12.64	96.37	5.47	81.89	12.64	9.38	73.24	17.44	9.32	96.37	3.9115642764546	0.250847972979914	1.6417085602641202	0.666462591602654	1.80863237520776	16.6592021760702	31.571918997265502	0.825784952819626	42.6638780973356	1.6107	1.7205	1.8818	2.0592	3.6506	4.1751	2.2544	1.95	1.8131	1.6929	0
ENCFF224PDC	ChIP-seq	human	y2015	paired-end	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0					3.26	82.68	14.07	97.58	3.26	82.68	14.07	6.5	79.6	10.69	9.71	97.58	2.54688881415052	0.15668204621113402	1.29967555941331	0.544157954836098	1.45202770331912	14.9695799189201	29.6662752972025	0.729638886147736	48.6350738197995	1.4315	1.5288	1.6182	1.7725	2.0782	2.0762	1.8202	1.6823	1.568	1.5036	0
ENCFF190SME	ChIP-seq	human	y2017	paired-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0					17.92	70.29	11.79	97.76	17.92	70.29	11.79	60.83	31.87	25.61	42.52	97.76	2.7975093741918795	0.170614332816137	1.52906403542798	0.569522562710111	1.62997801913628	14.531613653995302	30.2495474528058	0.7513495603827259	47.77080100853371	1.5047	1.5777	1.6453	1.7767	2.0858	2.0468	1.8223	1.6988	1.599	1.5139	0
ENCFF643QTB	ChIP-seq	human	y2015	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					1.79	84.67	13.54	99.14	1.79	84.67	13.54	19.41	59.68	23.9	16.43	99.14	5.26136305744404	0.302550469265135	1.9122021411423897	0.7691643888740441	1.92935706465743	17.7031532828805	31.3168847074774	0.9537097782024341	39.8516151100566	1.6896	1.852	2.0797	2.4236	5.678	4.9669	2.6001	2.1571	1.9475	1.7957	0
ENCFF747RJL	ChIP-seq	human	y2017	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0					6.8	80.11	13.08	98.45	6.8	80.11	13.08	48.81	44.62	22.94	32.44	98.45	4.277286433377871	0.23533400879172303	1.74583119729709	0.70610294147328	1.89145168386933	14.575974940762801	29.950894713259803	0.852429833732284	45.764694247435706	1.5887	1.6986	1.7999	1.9785	3.0207	2.8748	2.024	1.816	1.7184	1.5712	0
ENCFF531UQG	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.98	85.99	11.03	98.14	2.98	85.99	11.03	12.8	71.77	18.23	10.01	98.14	7.03063219905719	0.32785913806455796	1.59669137104173	0.7017963288767379	1.62877232129174	17.6451356492919	30.8413382456011	0.819290254951603	39.408484491823394	1.5827	1.68	1.8795	2.1558	5.407	5.4043	2.5298	2.0225	1.8754	1.7171	0
ENCFF701LQT	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0					5.94	83.5	10.57	96.13	5.94	83.5	10.57	8.86	71.51	20.49	8.0	96.13	7.87416616130989	0.38124115625631705	1.85718617343845	0.89630078835658	1.8432383262583403	18.103598140287	30.606225995552897	0.9467353951890041	37.491307863351494	1.7264	1.8464	2.0389	2.4232	5.2529	5.5925	2.8223	2.2886	2.0247	1.8587	0
ENCFF775HOD	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	0.0					3.9	84.02	12.08	96.99	3.9	84.02	12.08	3.14	79.69	13.17	7.15	96.99	5.71146692706891	0.29436192221153995	1.7936547086330399	0.7969114145781631	2.02922478317989	15.9211142263184	29.954043701269	0.9206360392012759	42.5785862775398	1.6493	1.763	1.9254	2.1749	3.8255	3.8222	2.3472	1.9823	1.8172	1.6741	0
ENCFF367HUF	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					3.83	84.01	12.16	97.37	3.83	84.01	12.16	6.39	73.41	17.85	8.75	97.37	7.05753382444188	0.348967464405735	1.92317302206657	0.901360473396436	2.03206919383519	18.114034905075	30.3097814997272	1.01816879531268	38.2949108217393	1.8018	1.9721	2.2597	2.5821	6.0291	6.8735	2.8564	2.2947	2.1046	1.9364	0
ENCFF124RBK	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					5.66	78.87	15.48	96.77	5.66	78.87	15.48	6.39	61.06	25.18	13.76	96.77	3.39991181434385	0.20455017713153303	1.56483926390318	0.63088221133135	1.7699976179736598	15.5558483814891	30.7848016582958	0.8250933805008341	45.264075495030696	1.5852	1.6841	1.8245	1.959	2.4834	2.5592	2.0478	1.8506	1.7374	1.6584	0
ENCFF010LOC	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0					3.18	82.46	14.36	98.33	3.18	82.46	14.36	13.44	60.53	24.19	15.28	98.33	4.54494483519085	0.275356811343205	1.6984489894238899	0.7126882175941791	1.8280286653501001	17.055094204839698	31.324433037002898	0.876739409872559	41.6842658293826	1.6449	1.7701	1.9244	2.2036	4.4807	5.1763	2.4197	2.0354	1.8895	1.7619999999999998	0
ENCFF319KBV	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.76	81.94	13.3	97.14	4.76	81.94	13.3	10.68	67.3	21.39	11.31	97.14	4.57827671436442	0.283254904141162	1.73288921013127	0.7437210313228171	1.9080786280030102	17.098103041300398	31.587976324661497	0.9030392786199158	41.1646608674555	1.669	1.8163	1.9636	2.2563	3.2842	3.4897	2.4726	2.099	1.962	1.8115	0
ENCFF293YFE	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					3.21	82.17	14.63	98.09	3.21	82.17	14.63	12.1	67.86	17.48	14.66	98.09	3.46231376251777	0.199657498933475	1.5898802459376002	0.625357614381001	1.76931926396642	15.792352157413001	31.495237536822902	0.815108057671195	44.2507738623566	1.6267	1.71	1.8377	2.0291	2.5396	2.5856	2.074	1.8747	1.7616	1.6856	0
ENCFF917BAA	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0					4.87	82.89	12.24	96.64	4.87	82.89	12.24	7.34	74.6	17.65	7.75	96.64	9.23970377906855	0.372152563787158	1.8640986402358402	0.8223841948786801	1.87452308179851	17.2255557269797	29.740723289453395	0.9242309889459219	37.9366277348522	1.6324	1.794	1.9951	2.3161	7.9989	7.8302	2.6476	2.0866	1.9116	1.7229	0
ENCFF256BLE	ChIP-seq	human	y2014	paired-end	2.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.74	86.71	10.55	99.03	2.74	86.71	10.55	27.94	49.0	29.91	21.1	99.03	6.718529352685441	0.40607938079707795	2.3984221146207796	0.957006862872757	2.41013109005514	19.7139779931825	32.759997294822895	1.09549577921717	33.540360131746205	1.9878	2.2004	2.4405	2.9576	4.4992	4.4641	3.2753	2.687	2.3945	2.1904	0
ENCFF146JNK	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0					3.95	83.05	13.0	97.3	3.95	83.05	13.0	7.2	73.69	14.47	11.84	97.3	2.5967161322660495	0.157257064163515	1.40913670631003	0.50640217506873	1.4281736207097302	15.408660783450001	31.2378551068042	0.686847821134013	46.5689505900937	1.4318	1.492	1.5766	1.721	2.1457	2.1545	1.7681	1.6311	1.5355	1.4458	0
ENCFF469HPU	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					3.02	85.24	11.74	98.55	3.02	85.24	11.74	21.37	61.32	22.53	16.15	98.55	7.847029257721879	0.414288215019406	1.7697289923279198	0.870930810447548	1.84025255685648	17.0300826765554	29.9104421153448	0.9165045261842629	39.4007408495424	1.6825	1.8036	2.0126	2.3532	4.836	5.4638	2.8081	2.2030000000000003	1.9882	1.8248	0
ENCFF087KQG	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					3.68	81.69	14.62	97.37	3.68	81.69	14.62	10.75	79.85	10.89	9.26	97.37	2.6096955337644703	0.146605003330495	1.4808053894992501	0.485135032588258	1.3477963929477799	15.796557364609098	32.284403166921	0.673265824065564	45.1757362922741	1.3365	1.3953	1.4673	1.5949	4.0001	4.8083	1.7254	1.5294	1.4431	1.3715	0
ENCFF832UNH	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					7.27	79.54	13.2	94.61	7.27	79.54	13.2	9.85	82.34	10.76	6.9	94.61	4.04990387517751	0.261836318368653	1.70087251761951	0.70873064588993	1.88005566933871	16.614198112347502	31.2500886293147	0.8643130772300649	42.6700011547134	1.653	1.7915	1.925	2.1789	3.0587	3.299	2.3476	2.0467	1.8757	1.7694	0
ENCFF110TON	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					2.16	84.15	13.69	98.43	2.16	84.15	13.69	2.86	74.76	15.61	9.63	98.43	3.79093612273643	0.221119429734	1.60670022162427	0.6389240873775129	1.7993467384884099	15.5502491379876	31.206312505363897	0.8023909169388591	44.384020839749006	1.5206	1.6506	1.7588	1.9406	2.6917	2.7938	2.0591	1.836	1.7319	1.6128	0
ENCFF655ROQ	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.02	84.65	11.33	97.97	4.02	84.65	11.33	17.89	61.53	22.6	15.86	97.97	4.50810749792374	0.28856000193515596	1.74577289330033	0.764588255214843	1.90239959361721	16.9135670571919	31.539719079833304	0.880496045024633	41.4567895759589	1.6756	1.8312	2.015	2.2993	3.1523	3.4124	2.4814	2.1367	1.9338	1.8032	0
ENCFF274BMI	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.92	79.93	15.15	97.19	4.92	79.93	15.15	18.56	70.1	15.64	14.26	97.19	3.51932547792081	0.216705726071311	1.3346175154137598	0.626957008808006	1.6252929455348302	15.697901607030099	28.7615635052865	0.8434586805233181	47.37417753341129	1.6174	1.7612	1.9175	2.1348	3.1348	3.3889	2.1719	1.9041	1.7608	1.6459	0
ENCFF452ROQ	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.32	83.1	14.57	98.69	2.32	83.1	14.57	12.95	64.84	18.12	17.04	98.69	2.84527934017349	0.173532106473476	1.49201206230167	0.5706536578262371	1.60699225173077	15.4754031385446	30.6105175018658	0.7575343878745959	46.4680755532094	1.4726	1.5686	1.6609	1.7968	2.2584	2.401	1.8181	1.6893	1.5930000000000002	1.5416	0
ENCFF716YLE	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.83	82.95	14.22	98.19	2.83	82.95	14.22	8.52	69.65	16.53	13.81	98.19	2.92623220291834	0.17489821207293302	1.5022633588751497	0.576385200920517	1.5606302000353998	15.510608704448302	30.606377867132	0.760690893457755	46.3819133601396	1.4699	1.5614	1.6514	1.8211	2.3253	2.4662	1.8773	1.6701	1.6052	1.5112	0
ENCFF639RMG	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.91	82.89	14.19	98.14	2.91	82.89	14.19	8.57	69.69	16.66	13.65	98.14	2.8854770357334303	0.18883191228975102	1.5041822172325598	0.580149892283885	1.56345136592125	15.563815476732302	30.594613182834202	0.751787682940397	46.3676912340322	1.4769	1.5706	1.6645	1.81	2.309	2.4171	1.8757	1.7073	1.5922	1.5396	0
ENCFF497YJP	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					8.51	79.44	12.05	93.39	8.51	79.44	12.05	7.05	83.47	10.72	5.81	93.39	4.93535242246139	0.28344074174589	1.7346694912851297	0.765057093208359	1.78074506738173	17.4787444759941	31.3070881451087	0.9270810970645299	40.787821465750106	1.7421	1.9047	2.1036	2.3747	3.5982	3.7763	2.5925	2.1738	1.9854	1.8316	0
ENCFF629EIQ	ChIP-seq	human	y2017	paired-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	0.0					19.85	64.78	15.37	91.56	19.85	64.78	15.37	40.63	71.62	10.88	17.5	91.56	3.47107740591093	0.213567213161435	1.50188600188956	0.6399897487737679	1.70813091059975	15.285615638001499	30.2962380643895	0.760400977527644	46.1230940397459	1.4274	1.5447	1.6426	1.7927	2.673	2.8798	1.9266	1.714	1.6112	1.514	0
ENCFF868HAY	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					6.48	79.98	13.54	96.53	6.48	79.98	13.54	32.3	79.08	10.45	10.47	96.53	4.21033224163065	0.260448587489351	1.69944982641826	0.7243124856277159	1.92656990932418	15.985120696798699	31.258693016108104	0.805860954289297	43.1292122823137	1.5309	1.6399	1.7819	2.0092	3.0109	3.2902	2.1362	1.8553	1.7303	1.625	0
ENCFF170KFC	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.42	84.87	10.71	97.55	4.42	84.87	10.71	14.37	64.61	22.54	12.85	97.55	5.78985219995421	0.33437326950485496	1.78715704044857	0.8116747208764921	1.867245238333	18.179617452771698	31.4692149641873	0.976995320791562	38.7838697931324	1.7815	1.9102	2.0935	2.4477	3.9177	4.1546	2.7725	2.273	2.05	1.9061	0
ENCFF663NBI	ChIP-seq	human	y2014	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					4.68	80.88	14.44	97.18	4.68	80.88	14.44	15.19	71.2	17.59	11.21	97.18	4.24586074862568	0.254621434994731	1.72863845180402	0.6801433936774941	1.7729912067611497	17.2208726506264	31.6443682173855	0.8976346553709559	41.5548692407541	1.712	1.8412	2.0511	2.2978	3.4559	3.5685	2.4112	2.0863	1.9242	1.7906	0
ENCFF002EFI	ChIP-seq	human	y2014	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0					2.15	84.37	13.47	98.79	2.15	84.37	13.47	10.14	62.48	21.91	15.61	98.79	3.2522565484899904	0.21027564615530103	1.61621440794899	0.629708450986354	1.78998668999899	15.549517982736699	31.491116667395396	0.7882286310425011	44.6726949752458	1.524	1.618	1.7364	1.9071	2.6807	2.8647	2.0358	1.8338	1.7175	1.6197	0
ENCFF121YCH	ChIP-seq	human	y2017	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					3.01	83.71	13.28	97.71	3.01	83.71	13.28	2.21	77.56	13.64	8.8	97.71	4.15066570448848	0.23888210908372898	1.76998716530296	0.692422236087178	1.8039823184490902	15.6845901192171	31.4482647713521	0.81598545740275	43.3952201186166	1.5295	1.612	1.7807	1.9195	3.2276	3.3768	2.0569	1.7758	1.6711	1.5971	0
ENCFF590HVE	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0					8.73	78.77	12.5	93.16	8.73	78.77	12.5	12.54	89.58	5.92	4.5	93.16	6.06329894057945	0.333470850552406	1.90479840950745	0.8721079775789771	2.1065351612027903	16.0044825906227	30.2919836875663	0.958955649183824	41.464366733206205	1.6387	1.7545	1.928	2.2155	3.9286	4.0547	2.4228	2.0008	1.8376	1.7042	0
ENCFF824ADC	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.57	83.28	14.16	98.71	2.57	83.28	14.16	16.22	60.04	24.19	15.78	98.71	6.0027068160154995	0.33756207508518005	1.8717053467515599	0.8450110853068341	1.9709201594599	17.8782564734506	30.7116187707685	1.00710407549594	39.375115197666	1.7552	1.8753	2.0937	2.4699	6.7334	6.1628	2.7418	2.2226	1.9936	1.8377	0
ENCFF505LMS	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.22	84.69	11.09	97.8	4.22	84.69	11.09	15.57	61.8	22.88	15.32	97.8	4.52225218438228	0.272073400474947	1.67357830332815	0.734950217105521	1.82324381900531	17.1409259749129	31.732307936798502	0.9295757364840871	41.1710924275083	1.7065	1.8547	2.0213	2.2858	3.0941	3.2675	2.4306	2.1267	1.9555	1.8211	0
ENCFF064MPE	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					3.07	84.22	12.71	97.95	3.07	84.22	12.71	7.04	71.75	15.16	13.09	97.95	3.89793674120506	0.33995621380049296	1.6285128976291499	0.734795955908222	1.8200021310087902	24.1568945170752	32.6468536459349	0.628245516337399	34.146802381100805	1.5208	1.6526	1.8329	2.0839	2.2312	2.7733	2.9342	2.5803	2.2926	2.0829	0
ENCFF479BPN	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.57	83.15	14.28	98.39	2.57	83.15	14.28	3.96	65.29	21.88	12.83	98.39	4.85734200790504	0.292164862723992	1.64464133424652	0.7850413208927209	1.97646292348983	15.5024416201391	29.5423391196409	0.86162331572723	44.53794349523461	1.5814	1.7345	1.8659	2.1013	3.3667	3.7412	2.2524	1.9332	1.765	1.6624	0
ENCFF527WMD	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					2.52	82.9	14.58	98.55	2.52	82.9	14.58	11.9	65.28	18.58	16.14	98.55	2.83401382830495	0.17745448368328798	1.5069980768180702	0.572000008089093	1.60942622039139	15.500219416655	30.5503819063162	0.7496567191042142	46.4998493406378	1.4768	1.5437	1.6731	1.7969	2.2516	2.4076	1.8738	1.7008	1.6239	1.53	0
ENCFF410UBV	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					5.22	84.13	10.65	97.01	5.22	84.13	10.65	15.21	67.46	19.79	12.75	97.01	4.87002306699488	0.295555302944186	1.68198933465854	0.763031644939294	1.7766515334572	17.4437987206017	31.8590106643355	0.9268042906823629	40.3831354413864	1.7137	1.8543	2.0279	2.3314	3.3187	3.5559	2.4996	2.139	1.9836	1.8145	0
ENCFF259AYK	ChIP-seq	human	y2014	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					3.03	83.17	13.8	98.53	3.03	83.17	13.8	19.54	60.43	22.97	16.6	98.53	5.8562234904301	0.331344182752192	1.86503219818778	0.8524785684628721	1.95600937858719	17.748487784227397	30.763719847272302	1.01570831942556	39.6109962306546	1.7928	1.9837	2.1837	2.5484	4.3901	4.6764	2.8254	2.3088	2.0676	1.9164	0
ENCFF932THV	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					3.48	83.42	13.1	97.72	3.48	83.42	13.1	6.12	69.56	20.58	9.86	97.72	5.21728030716915	0.257540093845895	1.7199634419692298	0.689292479563755	1.7504965458788002	17.4881160870653	30.9179844066723	0.854314205041536	41.105012432794	1.6849	1.8033	1.989	2.2336	4.3146	4.1116	2.4204	2.0618	1.9097	1.7559	0
ENCFF482CBA	ChIP-seq	human	y2015	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.07	82.41	13.53	97.23	4.07	82.41	13.53	13.12	78.27	11.68	10.05	97.23	3.73178463645355	0.22063858385534196	1.54589028936623	0.638178083234004	1.7928026172301	16.3502827724379	31.5712003246177	0.81093555831706	43.338287134488105	1.6577	1.7155	1.8867	2.2126	2.9613	3.013	2.1664	1.9309	1.8063	1.7080000000000002	0
ENCFF781NWB	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					3.93	83.22	12.85	97.74	3.93	83.22	12.85	18.07	70.03	17.08	12.89	97.74	3.9072032930719303	0.248569793187115	1.62440510740006	0.670464456330281	1.7432075864587302	16.6548803072568	31.610412368333996	0.8581743851393291	42.6826827028218	1.6678	1.7736	1.9452	2.1707	2.7515	2.8116	2.2832	2.029	1.8657	1.7955	0
ENCFF585TRE	ChIP-seq	human	y2016	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					6.03	82.04	11.93	96.01	6.03	82.04	11.93	9.0	72.73	18.79	8.48	96.01	4.7617361678711	0.290217769541397	1.76174021412791	0.7477482580864442	1.83376358530723	17.2988605740829	31.5497770512499	0.92497430626927	40.8311820734638	1.7227	1.8525	2.0229	2.3432	3.4886	3.7232	2.5448	2.191	2.0018	1.8702	0
ENCFF968SHS	ChIP-seq	human	y2015	paired-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					4.1	81.3	14.6	98.0	4.1	81.3	14.6	12.98	56.14	21.98	21.88	98.0	6.39751001878775	0.354084520670553	2.21663159083029	1.01820718127353	2.51517937057016	19.1370941080658	30.9122942822355	1.21787738777748	36.2311215397889	2.0044	2.2477	2.5939	3.2093	4.5138	4.2297	3.2438	2.7285	2.3924	2.239	0
ENCFF437EXK	ChIP-seq	human	y2017	paired-end	2.0	2.0	0.0	2.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	0.0					15.13	77.55	7.31	98.51	15.13	77.55	7.31	67.35	30.21	32.35	37.44	98.51	10.6397727249928	0.7216703749997491	1.90278616527596	1.3368055903873601	2.09779967778632	18.8023522000213	29.749692532707897	0.839541196604518	33.909579537224104	1.5773	1.7216	1.9635	2.5766	5.8873	8.1096	3.5010000000000003	2.3186	1.9487	1.7773	0
ENCFF040FWR	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0					4.26	84.88	10.86	97.49	4.26	84.88	10.86	16.11	70.21	18.3	11.5	97.49	13.7099084197362	0.7770202122080121	1.5765320530923501	1.34990115786501	1.7622140638237802	18.1664783959334	26.426453382821602	0.885242264090047	35.3462500504297	1.6019	1.7365	1.9895	2.7956	8.349	10.5691	3.7851	2.2647	1.8722	1.7332	0
ENCFF187NIJ	ChIP-seq	human	y2016	paired-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					5.09	82.82	12.09	96.5	5.09	82.82	12.09	7.24	74.1	17.17	8.74	96.5	4.03825663195767	0.250385561167216	1.8664827653648899	0.6937045042915961	1.8757525318686399	17.5229146590661	31.8671143318739	0.9312550041459291	40.954134010264	1.7135	1.8488	2.0384	2.3075	3.3845	3.537	2.4342	2.1188	1.9537	1.8253	0
ENCFF368UTN	ChIP-seq	human	y2016	paired-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					3.2	83.99	12.81	97.88	3.2	83.99	12.81	9.87	73.44	16.62	9.95	97.88	6.134945089673701	0.362017166947245	1.89162579539446	0.8783018619472759	1.91066866819415	17.8352710469326	30.4530988223806	0.9317839727889499	39.602287575741	1.7131	1.8745	2.0789	2.4794	4.3586	4.7810000000000015	2.7943	2.2258	1.9988	1.8414	0
ENCFF336PPY	ChIP-seq	human	y2015	paired-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	0.0					14.86	71.54	13.6	87.03	14.86	71.54	13.6	6.04	92.89	4.13	2.98	87.03	4.40618714439879	0.267609701231653	1.72806355350421	0.8054636558464259	2.03377293200322	15.9228278877478	30.415701930822703	1.03213646980145	43.388236724643704	1.5832	1.7075	1.8378	2.0584	3.1998	3.6585	2.2685	1.9413	1.8156	1.6904	0
