accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status	peak_type
ENCFF812DUE	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.67	77.1	21.23	98.33	1.67	77.1	21.23	98.33									3.06909654466828	0.189384384717679	1.49136419313373	0.5937810890056159	1.5858041420393	15.337612727599303	30.701458774339	0.766113816282012	46.26538432821511	1.4717	1.5632	1.6876	1.8462	2.1951	2.2884	1.923	1.7065	1.6079	1.5176	1	broad
ENCFF940NAW	ChIP-seq	human	y2016	single-end	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	8.84	75.85	15.31	91.16	8.84	75.85	15.31	91.16									10.665373991182301	0.702892294625849	1.85157735120377	1.32465851933905	1.90005268186762	22.801733894471997	30.2863650112274	0.919328636701434	29.5480176193805	1.5190000000000001	1.6953	1.9545	2.7304	6.0485	7.7117	3.8737	2.5099	2.0361	1.7821	1	broad
ENCFF996HWZ	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.49	77.68	20.83	98.51	1.49	77.68	20.83	98.51									3.08373554435921	0.18468925100489705	1.50918655026503	0.599760942913773	1.64031490979882	15.425637611648199	30.753332425521602	0.778196379848597	46.0251463846398	1.4888	1.599	1.6852	1.8625	2.2259	2.3534	1.9511	1.7383	1.6380000000000001	1.5428	1	broad
ENCFF635NMQ	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	20.55	59.74	19.71	79.45	20.55	59.74	19.71	79.45									5.97825868426238	0.386916609368026	1.58847915334725	1.28640474151276	2.20147408292018	17.7775566251302	25.113189945998503	1.20045678074122	44.4672633767195	1.9016	2.1432	2.6095	3.4113	4.2897	4.6317	3.9108	2.8978	2.3108	2.0196	1	broad
ENCFF000VGF	ChIP-seq	human	y2011	single-end	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	59.01	29.6	11.39	40.99	59.01	29.6	11.39	40.99									4.377446559803009	0.226454278328878	3.87452725786464	0.866350802280811	3.17748994261819	14.706874770281999	43.8961784961829	0.9395593029024308	27.9351185897372	1.6506	1.7664	1.8184	1.8708	1.7842	1.7408	1.8869	2.005	1.9972	1.9677	1	broad
ENCFF884FZP	ChIP-seq	human	y2017	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.27	83.33	15.4	98.73	1.27	83.33	15.4	98.73									5.1098289097385985	0.351010987908284	1.88249460639205	0.9002057096984599	2.00571973307912	22.2099242386232	33.7706085996689	0.83257237469269	32.9376348401987	1.5589	1.6848	1.8858	2.3887	3.0933	3.1163	3.0958	2.4536	2.0807	1.8728	1	broad
ENCFF500QBC	ChIP-seq	human	y2015	single-end	2.0	2.0	0.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	2.82	71.33	25.85	97.18	2.82	71.33	25.85	97.18									2.20730372523448	0.122756766236044	1.6263759743440402	0.492941989869039	1.40222897261254	15.045867491226597	33.601893155252	0.676573211611298	44.8240587136139	1.3402	1.4269999999999998	1.4821	1.5299	1.5195	1.4496	1.579	1.5479	1.4780000000000002	1.4113	1	broad
ENCFF956VPK	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	2.28	75.86	21.86	97.72	2.28	75.86	21.86	97.72									3.0788591787425	0.195168054102962	1.46139259510034	0.654120292842763	1.6994835149998302	15.0833570114401	29.3053347278227	0.8483815258373479	47.6739030991115	1.5212	1.6215	1.7677	1.9342	2.2605	2.4012	2.0235	1.8388	1.6941	1.5991	1	broad
ENCFF199LOR	ChIP-seq	human	y2016	single-end	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	29.15	53.52	17.33	70.85	29.15	53.52	17.33	70.85									4.88266814486327	0.320242456377133	1.6047270156496	1.04347424403098	1.85527732253607	17.3997397088595	27.736370866673106	1.02198415758861	44.135516083421706	1.6529	1.8939	2.2230000000000003	2.9148	3.4818	3.6203	3.3361	2.5275	2.0356	1.8176	1	broad
ENCFF407DCK	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	3.63	78.8	17.57	96.37	3.63	78.8	17.57	96.37									4.65348714911571	0.30758464107919103	1.69005643911704	0.705866028236652	1.62117919847002	21.268588056787	31.1190389764742	0.8035007737377621	37.8306987369825	1.6395	1.7755	2.0437	2.6145	3.3033	2.7757	3.338	2.6566	2.1973	1.9139	1	broad
ENCFF148IVO	ChIP-seq	human	y2017	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.41	77.47	21.13	98.59	1.41	77.47	21.13	98.59									4.01188213358637	0.250012339448663	1.43087239398399	0.8024167187945419	1.7580440614011	15.6004879370557	28.6383997598592	0.8906563680117171	46.617228287858715	1.5288	1.6413	1.8371	2.085	2.8161	3.1681	2.351	1.9373	1.7605	1.6317	1	broad
ENCFF002AXM	ChIP-seq	human	y2014	single-end	2.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	1.0	2.0	0.0	5.01	72.87	22.11	94.99	5.01	72.87	22.11	94.99									4.47406322666817	0.252749772696185	1.58197420403434	0.6809056749515219	1.45222999122969	20.9544949832238	31.542930247902003	0.821914501581069	38.2387373977133	1.5595	1.71	1.9479	2.4708	3.1594	2.6309	3.1408	2.4813	2.0549	1.8143	1	broad
ENCFF971MVL	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.53	83.07	15.39	98.47	1.53	83.07	15.39	98.47									5.1573401137267805	0.35430499127532705	1.91079862612746	0.929260414670294	2.0021091732983898	22.160467750820498	33.722991895436394	0.8224973133627471	32.9402297212821	1.5514	1.6861	1.8853	2.37	3.1308	3.0943	3.0989	2.4148	2.0878	1.8699	1	broad
ENCFF002AWB	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0	13.86	62.26	23.88	86.14	13.86	62.26	23.88	86.14									2.15621493390814	0.11755489844002802	1.03309180472982	0.533533895835875	1.29280142598326	15.124758412585402	29.2921400536558	0.707446588639519	49.74245798622211	1.4243	1.5367	1.6649	1.8219	1.9542	1.9474	1.8419999999999999	1.7226	1.6033	1.4874	1	broad
ENCFF000VCJ	ChIP-seq	human	y2011	single-end	2.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	55.94	31.97	12.09	44.06	55.94	31.97	12.09	44.06									3.65889993437131	0.19145055502542604	1.4717132308237402	0.655078975870385	1.48359081520492	17.939883317832102	31.8217597345863	0.846126900916788	41.931496535369	1.5524	1.6651	1.8674	2.2094	2.5366	2.2217	2.3905	2.0328	1.7922	1.6533	1	broad
ENCFF054RBV	ChIP-seq	human	y2017	single-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	2.03	76.03	21.94	97.97	2.03	76.03	21.94	97.97									3.0874614508096703	0.193841599979044	1.42278122396261	0.6793523433777	1.7179765919140602	15.105338401693402	29.219102465032396	0.846797634004088	47.727348289227	1.5169	1.6521	1.7629	1.9481	2.2585	2.4056	2.0586	1.8159	1.6881	1.5889	1	broad
ENCFF000VFV	ChIP-seq	human	y2011	single-end	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	54.11	34.31	11.57	45.89	54.11	34.31	11.57	45.89									1.90620670796563	0.104654880174686	1.0109601105059	0.4339005406666141	1.17694013660428	15.1023727804821	30.5536956945726	0.6455225606163879	49.0657465884118	1.3969	1.483	1.5763	1.723	1.6987	1.5851	1.6755	1.5814	1.541	1.4182	1	broad
ENCFF000ATM	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	20.96	59.68	19.37	79.04	20.96	59.68	19.37	79.04									4.72263136010857	0.281390663870546	1.85003035394818	0.8219224972590842	1.81841795020744	22.282717579416104	32.3981833942258	0.9651850785427292	34.8595211224215	1.8033	1.9626	2.1935	2.6796	3.0439	2.6460000000000004	2.8310000000000004	2.5031	2.2393	2.0486	1	broad
ENCFF002AUO	ChIP-seq	human	y2014	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	6.26	66.55	27.19	93.74	6.26	66.55	27.19	93.74									2.2998665120911004	0.13389150046261694	0.956209306619608	0.59317869722662	1.43133747216479	15.0727322442415	28.0330662566176	0.7644024171098609	50.7153155934663	1.4945	1.6078	1.7525	1.9228	2.1363	2.2680000000000002	2.0935	1.8636	1.7019	1.5647	1	broad
ENCFF000VFX	ChIP-seq	human	y2011	single-end	2.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	61.5	27.04	11.46	38.5	61.5	27.04	11.46	38.5									2.551879449239	0.146708381824685	1.19633833612946	0.593181486127695	1.5468867292394	15.2147474167334	30.685629934152498	0.7574223256704399	47.3072059408834	1.4686	1.5559	1.6627	1.8182	1.9563	2.0433	1.8457	1.7061	1.6223	1.51	1	broad
ENCFF278KSX	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	22.45	57.76	19.79	77.55	22.45	57.76	19.79	77.55									2.85224268312643	0.156745320484434	1.12513216914035	0.663531760256978	1.62127478830345	16.7632141526665	29.4644049552006	0.8334312364002601	46.52002293442099	1.6033	1.7454	1.893	2.0981	2.2489	2.3457	2.1537	1.9062	1.7931	1.6592	1	broad
ENCFF885LME	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.6	77.2	21.2	98.4	1.6	77.2	21.2	98.4									3.00725781958673	0.18434639767765895	1.4959604225336498	0.596830291331885	1.5793047709089898	15.3780412867318	30.713804992387	0.753630675563457	46.2908233432788	1.4791	1.5749	1.6963	1.8273	2.1611	2.2751	1.9121	1.7288	1.6182	1.5208	1	broad
ENCFF567OGB	ChIP-seq	human	y2015	single-end	2.0	2.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	0.0	9.17	62.32	28.51	90.83	9.17	62.32	28.51	90.83									3.50708352753933	0.205464076000568	1.90806766120272	0.7338721773856629	1.9983671595724	16.2056895730756	34.5797751270686	0.87430450762613	39.9873761905289	1.5071	1.5896	1.7444	1.8928	2.1157	2.2518	2.0242	1.8466	1.7546	1.6455	1	broad
ENCFF502TLC	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	1.16	78.16	20.68	98.84	1.16	78.16	20.68	98.84									3.11904247957926	0.192557146805407	1.5093898086936202	0.6164047795326579	1.60017107224776	15.373403510612302	30.732382887126604	0.7695225107273191	46.087125804675	1.4644	1.5776	1.7009999999999998	1.8693	2.2315	2.3648	1.9457	1.7413	1.6302	1.5407	1	broad
ENCFF677KQP	ChIP-seq	human	y2016	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	15.83	51.64	32.53	84.17	15.83	51.64	32.53	84.17									9.02558081494452	0.520669666268224	2.29779718234149	1.45086274751512	3.4545265321258096	16.093370934447	30.1336685234827	1.3472946497225902	35.6762289491526	1.8107	1.9835	2.1925	2.5412	5.0831	6.7546	3.0116	2.4116	2.1589	2.037	1	broad
ENCFF924DAG	ChIP-seq	human	y2017	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	1.16	78.2	20.64	98.84	1.16	78.2	20.64	98.84									3.0893015084448496	0.19121558043913	1.51600875799631	0.605919413121463	1.60909524573118	15.3658258627141	30.7814726625257	0.771720264514886	46.069440704512395	1.4724	1.5866	1.6926	1.8531	2.2044	2.3397	1.9371	1.7551	1.6237	1.5221	1	broad
ENCFF000VCL	ChIP-seq	human	y2011	single-end	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	55.74	32.6	11.66	44.26	55.74	32.6	11.66	44.26									4.45055647045923	0.230374645509757	1.4839547580412298	0.73307425407406	1.48777756875275	19.3189763317717	31.179145963967	0.9010767248169828	40.2150632826073	1.6046	1.7433	1.9698	2.5185	3.0732	2.5660000000000003	2.8636	2.2375	1.9163	1.7467	1	broad
ENCFF995EWG	ChIP-seq	human	y2014	single-end	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	2.83	68.93	28.24	97.17	2.83	68.93	28.24	97.17									2.9245811128423704	0.16905034729590196	2.03820355965669	0.604458563971359	1.8492471045202	15.414501751131198	35.8998065975106	0.718236621984023	40.3819143410876	1.3877	1.4581	1.5228	1.5989	1.7151	1.7609	1.6378	1.5828	1.5343	1.486	1	broad
ENCFF375DZP	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	1.68	75.53	22.79	98.32	1.68	75.53	22.79	98.32									4.41746664439942	0.271432394420042	3.22489451561692	0.8602736859472869	3.40578237520448	14.4356157933814	39.5420056218096	0.94900733008312	32.8935216391378	1.6569	1.7384	1.8417	1.9204	2.0644	2.2239	1.9749	1.9824	1.9199	1.8693	1	broad
